Name,Address,Price,Size,Distance to beach,Distance to airport,Pool,Car,Non-smoking room,Near beach,WiFi,Family room,Bar,Breakfast
Gia Han Apartment Da Nang,"So 115 To Hien Thanh, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",400,32,0.3,4.4,0,1,1,0,1,1,0,0
Pullman Danang Beach Resort,"101 Vo Nguyen Giap Street, Khue My Ward, Ngu Hanh Son District, Da Nang, Vietnam, Đà Nẵng, Việt Nam",3825,42,0.25,4.5,1,1,1,0,1,1,1,0
Dreamy Beach Boutique Hotel,"K2/4 Hà Bổng, P. Phước Mỹ, Q. Sơn Trà, Đà Nẵng, Việt Nam",468,25,0.2,4.6,0,1,1,0,1,1,0,0
Han Apartment,"14 Mai Hac De street, Đà Nẵng, Việt Nam",708,35,1.6,3.2,1,0,1,0,1,0,0,0
Chaca House,"Hà Kỳ Ngộ 118th, Đà Nẵng, Việt Nam",500,28,0.25,5.0,0,0,1,1,1,0,0,0
Luxury Ocean View Suites in Sheraton Building - Rooftop Swimming Pool - Beach Front,"120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",1458,81,0.1,5.0,1,0,1,1,1,1,1,0
New Tourane Hotel,"15 Mỹ Khê 2, Đà Nẵng, Việt Nam",423,20,0.75,4.0,0,0,1,0,1,1,0,0
Son Tra Green Hotel & Apartment,"116 Nguyen Huy Chuong, Đà Nẵng, Việt Nam",357,20,0.25,5.0,0,1,1,1,1,1,0,0
Lamanga Hotel & Suites,"278 Đường 2/9, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng, Việt Nam",749,27,2.9,1.7,1,1,1,0,1,1,1,0
Hồng Phúc 2 Hotel,"1095 Nguyễn Tất Thành, Đà Nẵng, Việt Nam",347,20,0.04,1.2,0,0,1,0,1,1,0,0
S Phuot Da Nang Hostel,"100a Châu Thị Vĩnh Tế, Đà Nẵng, Việt Nam",544,45,0.85,3.7,0,1,1,0,1,1,1,0
Alisia Beach Hotel Da Nang,"19 Hoàng Sa, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng, Việt Nam",626,22,0.03,6.0,1,1,1,0,1,1,0,0
Rice's House,"35 Dương Đình Nghệ, Đà Nẵng, Việt Nam",428,22,0.25,4.5,1,1,1,1,1,1,0,0
Rivera Boutique Hotel,"62 Võ Văn Kiệt, Đà Nẵng, Việt Nam",558,25,0.9,3.8,0,0,1,0,1,1,1,0
Grand Gold Hotel,"Lot 1 - A2.2, Hoang Sa Street, Tho Quang Ward, Son Tra District, Đà Nẵng, Việt Nam",996,32,0.01,6.0,1,1,1,1,1,1,1,0
Sena home 3#1-Near Danang Dragon Bridge-Han River,"3/12 Ha Thi Than, Son Tra, Danang 3/12, Đà Nẵng, Việt Nam",423,18,1.6,3.1,0,0,1,0,0,1,0,0
Hà Nội Hotel Danang,"14 Hà Kỳ Ngộ, Đà Nẵng, Việt Nam",300,25,0.25,5.0,0,0,1,1,1,1,0,0
SPOT ON 1218 Nha Nghi Hung Thinh,"373, Dai Lo Hung Vuong, To Dan Pho Hoa Do 3, Cam Phuc Bac , Thanh Pho Cam Ranh, Khanh Hoa, Nha-Trang, Đà Nẵng, Việt Nam",266,18,0.45,3.5,0,0,1,0,1,1,0,0
Platinum Beach Hotel & Apartment,"36 An Thuong 1 , Đà Nẵng, Việt Nam",487,25,0.05,4.5,0,1,1,1,1,1,0,0
D&C Luxury House - 3 Mins walk to My Khe Beach DN - Full Ac,"Lô 11 An Thượng 29, Đà Nẵng, Việt Nam",3456,350,0.55,4.0,1,1,1,1,1,1,1,0
Căn hộ Đà Nẵng - Đối diện biển Mỹ Khê,"51 Trần Bạch Đằng 25, Đà Nẵng, Việt Nam",1152,60,0.05,4.5,0,0,1,1,0,1,0,0
Luxury Apartment in Sheraton Building with Ocean View,"120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",2200,65,0.1,5.0,1,0,1,1,1,1,1,0
MTR Apartment & Hotel,"115 Đỗ Thúc Tịnh, Đà Nẵng, Việt Nam",545,27,4.8,0.35,0,0,0,0,0,1,0,0
Golen Light Hotel,"157A Hồ Nghinh, Đà Nẵng, Việt Nam",600,20,0.3,4.5,0,0,1,1,1,0,0,0
Harmony Homestay,"152 Phan Thanh, Đà Nẵng, Việt Nam",310,18,1.7,0.6,0,0,1,0,1,1,1,0
Kim Ngan Phat Luxury Villa,"51 TRẦN BẠCH ĐẰNG, Đà Nẵng, Việt Nam",800,60,0.04,4.5,1,1,1,1,1,0,0,0
Ocean Villa Pool Retreat In Da Nang,"X7FJ+WF Ngũ Hành Sơn, Đà Nẵng, Việt Nam, Đà Nẵng, Việt Nam",9858,450,0.3,9.0,0,0,0,1,1,1,1,0
Nhà của Te - Homestay & Tea room,"40/22 Nguyễn Như Hạnh, Đà Nẵng, Việt Nam",350,30,1.4,1.5,0,0,0,0,1,0,0,0
Davue Hotel by THG,"57-59 Đỗ Bí, phường Mỹ An, quận Ngũ Hành Sơn, Đà Nẵng, Việt Nam",528,23,0.2,4.4,0,1,1,1,1,1,0,0
Tan Phuong Nam Hotel & Apartment,"494 Duong 2 Thang 9, Hoa Cuong Nam, Hai Chau, Đà Nẵng, Việt Nam",599,25,3.1,1.8,1,1,1,0,0,1,1,0
Sen Vang Hotel,"173 Ho Nghinh, Phuoc My , Son Tra, Đà Nẵng, Việt Nam",400,19,0.3,4.5,0,0,1,1,1,1,0,0
Nhật Quang House,"78 Hải Triều 78, Đà Nẵng, Việt Nam",428,12,1.3,5.0,0,0,1,0,1,0,0,0
Le Sands Oceanfront Danang Hotel,"28 Vo Nguyen Giap, Man Thai, Đà Nẵng, Việt Nam",2161,45,0.03,5.0,1,0,1,1,1,1,1,1
DaNa Home Hotel - Apartment,"119 Nguyễn Du, Đà Nẵng, Việt Nam",301,22,1.9,2.7,0,0,1,0,1,1,0,0
RIO Hotel And Restaurant,"123 Hoang Ke Viem str, My An, Ngu Hanh Son, Đà Nẵng, Việt Nam",450,30,0.2,4.3,1,1,1,1,1,1,0,0
Smeraldo Hotel & Apartment,"54-56 Dinh Dat , Đà Nẵng, Việt Nam",1300,25,0.25,5.0,1,1,1,1,1,1,0,0
Lagom Boutique Hotel Da Nang,"71 Phan Tôn 71 - 73 Phan Tôn, Đà Nẵng, Việt Nam",945,35,0.4,4.1,1,1,1,0,1,1,0,0
Emerald Boutique Hotel DaNang,"223 Nguyễn Văn Thoại, Đà Nẵng, Việt Nam",918,28,0.3,4.3,1,0,1,1,1,1,1,0
Suri Apartment & Hotel Danang,"26 An Nông, Da-Nang Vietnam, Đà Nẵng, Việt Nam",528,20,0.8,8.0,0,1,1,0,1,1,0,1
Hyatt Regency Danang Resort and Spa,"Hoa Hai Ward, Ngu Hanh Son, Đà Nẵng, Việt Nam",3780,40,0.05,6.0,1,0,1,0,1,1,1,0
CT HomeStay Da Nang,"56 Mai Hắc Đế, Sơn Trà, Đà Nẵng, Việt Nam",482,18,1.6,3.2,0,0,1,0,1,1,1,0
TIMES HOTEL,"67 Lương Định Của, Đà Nẵng, Việt Nam",350,22,5.0,0.95,0,0,1,0,1,0,0,0
"Sea View, Apartment-50meter walk from My Khe beach","51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1183,52,0.1,4.4,1,1,0,1,1,1,0,0
Mộc Nhiên Hotel Da Nang,"18 Phạm Văn Ngôn, Đà Nẵng, Việt Nam",292,22,1.3,5.0,0,0,1,0,0,1,0,0
Nhà bình Homestay,"7 An Nhơn 2, Đà Nẵng, Việt Nam",636,23,1.3,3.6,0,0,1,0,1,1,0,0
Brown Bean 2 Hotel,"380 Hai Thang Chin Street, Đà Nẵng, Việt Nam",310,16,3.0,1.7,0,0,1,0,1,1,0,0
"Danang Marriott Resort & Spa, Non Nuoc Beach Villas","Truong Sa, Ngu Hanh Son, Đà Nẵng, Việt Nam",9900,370,0.45,7.0,1,1,1,0,1,0,1,0
AMANDA HOTEL ĐÀ NẴNG,"Lô A2-A2B, đường 30 Tháng 4 Phường Hoà Cường Bắc, Quận Hải Châu, Đà Nẵng, Đà Nẵng, Việt Nam",431,20,3.9,0.45,0,1,0,0,1,1,0,0
Dana Pearl Hotel,"Lot 10, Corner Le loi - Hai Phong, Hai Chau District, Da Nang , Đà Nẵng, Việt Nam",518,20,2.0,2.5,0,1,1,0,1,1,1,0
The Garden Capsule Hotel,"206 Bạch Đằng Tầng 2, Đà Nẵng, Việt Nam",713,30,2.4,2.5,1,1,1,0,1,1,1,0
Danang Boutique Hotel,"6th Floor, 150 Nguyen Van Linh, Đà Nẵng, Việt Nam",1002,30,2.0,1.2,1,1,1,0,1,1,0,0
TIDITEL Hotel and Apartment,"80 Núi Thành, Đà Nẵng, Việt Nam",525,25,2.9,1.8,0,1,1,0,1,1,1,0
Samatha Apartment & Hotel,"Lô 35-36 Lê Lộ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng, Đà Nẵng, Việt Nam",1000,40,0.3,4.3,1,1,1,0,1,1,0,0
Song Thu hotel,"30 Tran Phu, Đà Nẵng, Việt Nam",419,55,2.4,2.8,0,0,1,0,1,0,1,0
Melia Danang Beach Resort,"19 Truong Sa, Hoa Hai Ward, Ngu Hanh Son, Đà Nẵng, Việt Nam",3944,38,0.05,7.0,0,1,1,0,1,1,1,0
Grand Mercure Danang,"Lot A1, Green Island, Hoa Cuong Bac Ward, Đà Nẵng, Việt Nam",1790,28,2.3,2.3,1,1,1,0,1,1,1,0
Bamboo Green Central Hotel,"158 Phan Chau Trinh, Đà Nẵng, Việt Nam",384,28,2.3,1.9,0,0,1,0,1,0,1,0
SEA CASTLE HOTEL Da Nang,"171 Hồ Nghinh, Đà Nẵng, Việt Nam",614,25,0.3,4.5,0,1,1,1,1,1,0,0
Anh Villa Hotel,"59 Hồ Sĩ Phấn, Sơn Trà, Đà Nẵng, Việt Nam",329,15,1.2,5.0,0,0,1,0,1,0,0,0
Capital O 1183 Villa Le Na,"25 Tran Bach Dang, 25 Tran Bach Dang Street, Phuoc My Ward, Son Tra District, Da Nang City, 02363, Vietnam, Da-Nang, Đà Nẵng, Việt Nam",471,25,0.2,4.5,0,0,1,0,1,1,0,0
Onestar Danang Riverside,"03 Phạm Phú Thứ, Đà Nẵng, Việt Nam",500,20,2.3,2.6,0,0,1,0,1,0,0,0
Charming beauty hotel,"53 An Thượng 3, Đà Nẵng, Việt Nam",750,30,0.2,4.3,1,0,1,0,1,0,0,0
Altara Suites Da Nang by AHG,"120 Vo Nguyen Giap Street, Phuoc My ward, Son Tra District, Đà Nẵng, Việt Nam",2448,60,0.1,5.0,1,0,1,1,1,1,0,0
JOHNNY HOTEL,"44 Phước Trường 15, Đà Nẵng, Việt Nam",350,28,0.45,4.6,0,0,0,0,1,1,0,0
K73 De HOUSE,"Đà Nẵng, Đà Nẵng, Việt Nam",361,26,0.35,4.4,0,1,0,1,0,0,0,0
M HOTEL DANANG,"286 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",2430,35,0.03,4.5,1,1,1,1,1,1,1,0
Forever Hotel,"1040 Ngo Quyen , Đà Nẵng, Việt Nam",450,20,1.3,3.4,0,0,1,0,1,1,0,0
Quốc Khánh Hotel Da Nang,"1 Tôn Thất Đạm, Đà Nẵng, Việt Nam",444,25,0.05,1.0,0,1,1,1,1,1,0,0
Furama Resort Danang,"105 Vo Nguyen Giap Street, Khue My Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",3522,40,0.1,4.6,1,1,1,0,1,0,1,0
ROSE HOTEL,"1089 Nguyễn Tất Thành,phường Xuân Hà ,quận Thanh Khê, Đà Nẵng, Việt Nam",500,20,0.04,1.2,0,0,1,0,1,1,0,0
Sofitel Hotel & Apartments,"30 An Thượng 29, Đà Nẵng, Việt Nam",350,25,0.45,4.1,0,0,0,0,1,1,1,0
Hana Homestay Danang,"No 84, Thach Lam Street, Phuoc My Ward, Son Tra District, Đà Nẵng, Việt Nam",329,35,0.25,4.4,0,0,1,0,1,1,0,0
Hero Sea Hotel and Apartment Da Nang,"2 Hà Bổng, Đà Nẵng, Việt Nam",540,25,0.2,4.6,0,1,0,0,0,0,0,0
KEVIN HOTEL,"Lô G16 đường Phạm Văn Đồng,quận Sơn Trà, Đà Nẵng, Đà Nẵng, Việt Nam",325,16,0.95,3.9,0,0,1,0,1,1,0,0
An Dương Hotel & Apartment,"59 - 61- 63 Ngyen Xien Street, Hoa Hai Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",700,20,0.75,5.0,0,0,1,0,1,1,0,0
Hồng Châu Hotel,"122 Hồ Nghinh, Đà Nẵng, Việt Nam",360,20,0.35,4.6,0,0,1,0,1,0,0,0
"URI HOUSE, 1-2 BR tourism apt, 5' walk Dragon Bridge","84/18 Street  2/9, Đà Nẵng, Việt Nam",735,45,2.8,2.0,0,1,1,0,1,1,0,0
TN's House,"11 An Thượng 39, Đà Nẵng, Việt Nam",330,25,0.45,4.1,0,0,0,0,1,0,0,0
Bibi’s home,"55 Lưu Quý Kỳ, Đà Nẵng, Việt Nam",440,26,3.1,1.7,0,0,1,0,1,1,0,0
Abogo Apartment Resort Beach Da Nang,"05 Trường Sa, Ngũ Hành Sơn, Đà Nẵng Hyatt Regency Đà Nẵng, Đà Nẵng, Việt Nam",5576,100,0.1,6.0,1,1,1,0,1,1,1,0
Hanoi Blue Hotel Da Nang,"128 Nguyễn Văn Thoại, Đà Nẵng, Việt Nam",312,18,0.3,4.3,0,1,1,1,1,1,0,0
SPOT ON 806 Net Viet Homestay,"33 Dao Cam Moc, Phuong Hoa Cuong Bac, Quan Hai Chau, Đà Nẵng, Việt Nam",292,23,3.5,0.6,0,0,1,0,1,1,0,0
"InterContinental Danang Sun Peninsula Resort, an IHG Hotel","Bai Sac, Son Tra Peninsula, Đà Nẵng, Việt Nam",16350,74,0.2,13.0,1,1,1,0,1,1,1,0
Danang Beach 2 Hotel,"An Thuong 33, My Khe, Đà Nẵng, Việt Nam",350,15,0.3,4.3,0,0,1,0,1,1,0,0
Golden Sun Apartment by New Sky Travel,"95-97 Võ Văn Kiệt, Sơn Trà, Đà Nẵng, Việt Nam",945,16,0.4,4.3,1,1,1,1,1,1,1,0
Stargazerhotel Đà Nẵng- Khách sạn Hoa Ly,"77 Trần Phú, Đà Nẵng, Việt Nam",400,18,2.3,2.7,0,0,1,0,1,1,0,0
The Memory - Danang,"202 Ho Nghinh, Đà Nẵng, Việt Nam",1167,18,0.3,4.5,0,1,0,0,1,1,1,0
L'emore Hotel Da Nang,"378 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",630,150,0.35,4.3,0,1,1,0,1,1,1,0
Khách sạn Phạm Gia Đà Nẵng (Phạm Gia Hotel),"530 Trần Quốc Hoàn, Đà Nẵng, Việt Nam",399,20,0.55,5.0,0,0,1,0,0,1,0,0
Taiyo Hotel & Apartment,"44-46-48 An Thượng 31, Đà Nẵng, Việt Nam",1088,30,0.2,4.3,1,1,1,0,1,1,1,0
Reverie Home,"19 An Thượng 27 Reverie home/apartment, Đà Nẵng, Việt Nam",390,22,2.1,3.1,0,1,0,0,1,1,0,0
Luna House Danang,"K39 Võ Văn Kiệt, Đà Nẵng, Việt Nam",423,22,0.25,4.5,0,0,1,1,0,1,0,0
Alyssa Hotel Da Nang,"109d Dương Đình Nghệ, Đà Nẵng, Việt Nam",480,25,0.75,4.1,0,1,1,1,1,1,0,0
Da Nang Sea View Apartment - MT Căn Hộ Hướng Biển,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1433,65,0.15,4.4,0,1,0,1,1,1,0,0
"""BRG GOLF CLUB"" - Danang Private Pool Villa 3 Bedrooms #1","35 Trường Sa, Hòa Hải, Ngũ Hành Sơn, Đà Nẵng, Việt Nam",4119,320,0.45,7.0,1,1,1,0,1,1,0,0
King Hotel Da Nang,"27 Dương Đình Nghệ, Đà Nẵng, Việt Nam",405,20,0.25,4.6,0,0,1,1,0,1,0,0
Nest House Homestay,"101 Bà Huyện Thanh Quan, Phường Mỹ An, Đà Nẵng, Việt Nam",528,18,0.5,4.1,0,0,1,0,1,0,0,0
Sandy Shore Luxury Apartment 100m2 in Altara-Sheraton building - My Khe beach,"120 Vo Nguyen Giap , Đà Nẵng, Việt Nam",3220,100,0.1,5.0,1,0,1,1,1,1,1,0
"Ami Foreign Center Da Nang- Large windows, View balcony & terrace","109 An Thượng 29, Đà Nẵng, Việt Nam",368,30,0.5,4.0,0,0,1,0,1,0,0,0
THE NAVIS Hotel & Apartment,"34 An Thượng 28, Bắc Mỹ Phú, Ngũ Hành Sơn, 550000 Đà Nẵng, Việt Nam",692,35,0.2,4.3,0,0,1,0,1,1,0,0
Mộc House Homestay,"K39/H02/06 Võ Văn Kiệt, phường Phước Mỹ, quận Sơn Trà, Tp Đà Nẵng, Đà Nẵng, Việt Nam",556,23,0.25,4.5,0,0,1,0,1,0,0,0
Quan Quan Hotel,"79 Nguyen Huu Tho, Đà Nẵng, Việt Nam",315,25,2.3,0.6,0,0,0,0,1,1,0,0
Hanami Suite and Apartment,"49 Hoàng Kế Viêm, Đà Nẵng, Việt Nam",560,22,0.7,3.8,0,0,1,0,1,1,0,0
Risemount Premier Resort Da Nang,"120 Nguyễn Văn Thoại Bac My An ward, Ngu Hanh Son district, Đà Nẵng, Việt Nam",1596,26,0.55,4.0,1,1,1,0,1,1,1,0
Adaline Hotel & Apartment,"580 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",471,40,0.25,4.6,1,1,1,1,1,1,0,0
Jim’s House,"51 Huỳnh Thúc Kháng, Đà Nẵng, Việt Nam",750,18,2.3,1.7,1,0,1,0,1,1,0,0
John Boutique Villa,"64 Le Manh Trinh, Son Tra District, Đà Nẵng, Việt Nam",678,20,0.3,4.8,0,1,1,0,1,1,0,0
OYO 1171 Tay Hai Hotel,"23, 23-24 Ton That Dam, Xuan Ha, Thanh Khe, Da Nang , Da-Nang, Đà Nẵng, Việt Nam",235,22,0.1,0.95,0,0,1,0,1,1,0,0
May Hotel,"256 Ho Nghinh, My Phuoc Ward, Son Tra, Da Nang, Đà Nẵng, Việt Nam",388,20,0.3,4.5,0,1,1,1,1,1,0,0
Wyndham Danang Golden Bay,"1 Le Van Duyet, Son Tra, Đà Nẵng, Việt Nam",1778,37,2.8,4.6,1,0,1,0,1,1,1,0
SPOT ON 1115 Romantic Motel,"1359, Nguyễn Tất Thành, Da-Nang, Đà Nẵng, Việt Nam",229,22,0.04,1.9,0,0,1,0,1,1,0,0
TINA HOUSE Apartment,"293 Hùng Vương, Đà Nẵng, Việt Nam",875,60,1.3,1.4,0,0,1,0,1,1,0,0
An An Homes,"Đường 2 Tháng 9 63, Đà Nẵng, Việt Nam",500,55,3.3,1.7,0,0,1,0,1,1,0,0
Kata Home Central,"28 Thanh Thủy, Đà Nẵng, Việt Nam",510,50,1.3,2.3,0,0,0,0,1,0,0,0
Paracel Beach Hotel,"204 Vo Nguyen Giap Street, Son Tra District, Đà Nẵng, Việt Nam",1056,28,0.1,4.7,1,1,1,1,1,0,1,0
Victory Hotel,"182 Nguyễn Văn Thoại, Đà Nẵng, Việt Nam",549,20,0.2,4.4,0,1,1,0,1,1,0,0
Central Beach Hotel,"35 Trần Bạch Đằng, Đà Nẵng, Việt Nam",405,22,0.1,4.4,0,1,1,0,1,1,0,0
Ami Mountain Sea DaNang Cozy - Mountain iron View,"96 Ngô Cao Lãng, Đà Nẵng, Việt Nam",330,40,0.35,8.0,0,0,1,1,0,1,0,0
Abogo Resort Villas Luxury Da Nang,"107 Võ Nguyên Giáp, Ngũ Hành Sơn, Đà Nẵng Furama Villas DaNang S2, Abogo Villas DaNang, Đà Nẵng, Việt Nam",13161,330,0.25,4.6,0,1,0,1,1,1,1,0
Gia Huy Guesthouse,"1203 Nguyen Tat Thanh, Thanh Khe District, Da Nang, Đà Nẵng, Việt Nam",329,15,0.04,1.2,0,0,0,1,1,1,0,0
Alan Sea Hotel Danang,"Lô A6, Lê Đức Thọ, Nại Hiên Đông, Sơn Trà, Đà Nẵng, Việt Nam, Đà Nẵng, Việt Nam",1230,28,2.2,5.0,1,1,1,0,1,1,0,0
OYO 868 Viet Anh Motel,"28 Kinh Dương Vương, Đà Nẵng, Việt Nam",238,25,0.35,5.0,0,0,1,0,1,1,0,0
New Sky Hotel,"207 Ho Nghinh, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",364,20,0.3,4.5,0,1,1,1,1,1,0,0
GOLD Hotel,"04 Tân Trà, Hòa Hải, Ngũ Hành Sơn, Đà Nẵng, Việt Nam",338,16,0.45,8.0,0,0,1,1,0,0,0,0
DaNa Sailing Hotel,"67 Ha Bong, Son Tra District, Đà Nẵng, Việt Nam",480,25,0.2,4.6,0,1,1,0,1,0,0,0
DANA RESIDENCE,"19 Võ Nghĩa, Đà Nẵng, Việt Nam",778,35,0.2,4.8,1,1,1,1,1,1,0,0
Hưng ba bon,"89 Hà Bổng, Đà Nẵng, Việt Nam",382,16,0.15,4.6,0,0,0,0,1,1,0,0
Beach Front & Balcony Cozy Apartment,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1350,70,0.1,4.4,1,1,0,1,1,0,0,0
NAM Hotel & Residences,"109A Dương Đình Nghệ, Đà Nẵng, Việt Nam",461,28,0.95,3.9,1,1,1,0,1,1,0,0
Duke Casa Apartment,"41 Phước Trường 11, Đà Nẵng, Việt Nam",584,32,0.4,4.7,1,0,0,0,1,1,1,0
Ami Foreign Center Da Nang - Large Windows & Have a Balcony,"109 An Thượng 29, Đà Nẵng, Việt Nam",440,30,0.5,4.0,0,0,1,0,1,0,0,0
An Homestay,"03 Nguyễn Xuân Khoát An Hai Bac, Son Tra, Đà Nẵng, Việt Nam",614,30,0.75,4.1,0,0,1,0,1,0,0,0
Maris Da Nang Hotel & Apartment,"990 Ngô Quyền, Đà Nẵng, Việt Nam",447,20,1.4,3.4,0,1,1,1,1,0,0,0
Ocean Villa Da Nang- ABogo,"Trường Sa, Đà Nẵng, Việt Nam",9745,312,0.4,9.0,1,0,1,1,1,1,1,0
Căn hộ hai phòng ngủ cao cấp view biển,"Võ Quí Huân, Đà Nẵng, Việt Nam",640,70,0.95,7.0,0,0,0,0,1,0,0,0
Vic House Hotel,"577 Nui Thanh , Hoa Cuong Nam ward, Hai Chau District, Đà Nẵng, Việt Nam",360,15,3.3,1.6,0,0,1,0,1,1,1,0
Luxury Dana Beach Resort & Spa,"The Ocean Villas, Truong Sa Street, Ngu Hanh Son District, Đà Nẵng, Việt Nam",4388,56,0.2,9.0,1,1,1,1,1,1,0,0
Cantona Apartments,"Lô 32 An Thượng 29, Đà Nẵng, Việt Nam",480,50,0.2,4.4,0,0,0,0,1,0,1,0
NẮNG House,"H33/01 Đông Giang, Sơn Trà, Đà Nẵng, Đà Nẵng, Việt Nam",500,25,1.4,3.3,0,1,1,0,0,1,0,0
Luxury Hotel And Suite,"95 Mỹ An 18, Đà Nẵng, Việt Nam",1253,26,1.4,3.4,1,1,0,0,0,1,1,0
Zuka Hotel & Apartment,"K35/9 Dương Đình Nghệ, Đà Nẵng, Việt Nam",654,25,0.25,4.5,0,1,1,0,1,1,0,0
Trove Homestay Da Nang,"27 An Nhơn 6, Đà Nẵng, Việt Nam",449,25,1.1,3.7,0,1,0,0,1,1,0,0
Abogo Villa Pool Near Beach BBQ Free Da Nang,"67 Mỹ Đa Đông 8 Abogo, Đà Nẵng, Việt Nam",13978,500,0.4,4.2,1,1,0,0,1,1,1,0
Phuong Linh Hotel,"107-109 Tran Quoc Hoan, Ngu Hanh Son 5, Đà Nẵng, Việt Nam",316,28,0.75,5.0,0,1,1,1,1,1,0,0
Ngọc Lan Hotel,"73-74-75 Nguyen Xuan Khoat , An Hai Bac Ward, Da Nang, Đà Nẵng, Việt Nam",480,22,1.1,3.8,0,1,1,0,1,1,0,0
Naman Retreat,"Truong Sa street, Hoa Hai ward, Ngu Hanh Son district, Đà Nẵng, Việt Nam",7790,65,0.35,10.0,1,0,1,0,1,0,1,0
OYO 1201 Huy Hoang Hotel,"855, Nguyen Tat Thanh,Xuan Ha, Thanh Khe District, Da Nang, 50207, Vietnam, Da-Nang, Da-Nang, Đà Nẵng, Việt Nam",223,22,0.05,0.85,0,0,1,0,1,1,0,0
Luxury apt opposite MyKhe Beach Da Nang,"120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",3515,100,0.05,5.0,1,1,1,1,1,1,1,0
Meliora Hotel & Apartment,"58-60 Vũ Mộng Nguyên, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam",750,35,0.65,4.1,1,0,1,0,1,1,0,0
Mercury Beach DaNang,"160 Trương Định, Đà Nẵng, Việt Nam",1300,45,0.05,5.0,0,0,1,1,1,0,0,0
Laurel Da Nang Apartment,"55 Khuê Mỹ Đông 14 7 tầng và 1 tầng hầm, Đà Nẵng, Việt Nam",675,45,0.75,4.1,1,1,0,0,1,1,1,0
Amis Hotel & Apartment - 50m to My Khe Beach,"216 Trần Bạch Đằng, Đà Nẵng, Việt Nam",545,20,0.15,4.4,0,1,1,1,1,1,0,0
Anh Dao Hotel Danang,"21 Đỗ Bí, Đà Nẵng, Việt Nam",444,35,0.2,4.4,0,0,0,0,0,0,0,0
Ngói house,"84 Man Thiện, Đà Nẵng, Việt Nam",550,30,2.2,0.25,0,1,1,0,1,0,0,0
LUK Inn Hotel,"12 An Thượng 4, Đà Nẵng, Việt Nam",724,23,0.3,4.2,1,0,1,1,1,1,1,0
My Khe Beach Apartment Sea View,"Võ Nguyên Giáp 270, Đà Nẵng, Việt Nam",1710,70,0.02,4.6,1,1,1,1,1,1,0,0
Altara Two Bedroom Luxury Suite,"120 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",2369,80,0.1,5.0,1,1,1,1,1,1,0,0
Wave House & Apartment,"Mỹ Đa Đông 12, Đà Nẵng, Việt Nam",900,40,0.35,4.3,0,0,0,0,1,0,0,0
34th Floor Luxury Apartment - Ocean View - 1 min to My Khe Beach,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1200,70,0.1,4.5,0,0,1,1,1,1,0,0
Dattravi Hostel,"20 Ha Bong, Son Tra District, Đà Nẵng, Việt Nam",618,30,0.2,4.6,0,0,0,0,1,1,0,0
The Now Boutique Hotel & Apartment,"Kiệt 55/15 Ngũ Hành Sơn, Bắc Mỹ Phú, Ngũ Hành Sơn,, Đà Nẵng, Việt Nam",610,28,1.1,3.5,1,1,1,0,1,1,0,0
Carol Homestay Da Nang Beach 2,"75 Thạch Lam, Đà Nẵng, Việt Nam",585,30,0.25,4.4,0,1,0,1,0,1,0,0
AVA Hotel & Apartment,"Lô 39 trần bạch đằng , phường mỹ an, quận ngũ hành sơn, đà nẵng, Đà Nẵng, Việt Nam",450,26,0.1,4.4,0,0,1,1,1,1,0,0
Gia Loi Hotel,"492 Kinh Duong Vuong, Lien Chieu District, Đà Nẵng, Việt Nam",250,15,0.35,4.3,0,1,1,1,1,0,0,0
LunaA,"424 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",450,15,0.4,4.3,0,0,0,0,1,0,0,0
Cong Thuong Hotel,"1038 Ngo Quyen, Đà Nẵng, Việt Nam",437,18,1.4,3.4,0,1,1,1,1,1,0,0
Summer Beach,"74 Lê Quang Đạo Ngũ Hành Sơn, Đà Nẵng, Việt Nam",499,20,0.35,4.2,0,1,1,1,1,1,0,0
LIVIE Da Nang An Thuong,"175 Lê Quang Đạo 12F, Đà Nẵng, Việt Nam",900,36,0.3,4.2,1,1,1,0,1,1,0,0
MD Ocean Apartment,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1080,60,0.1,4.4,0,1,0,1,1,0,0,0
